genes,logFC.genotypenpr1.1,logFC.genotypenpr1.1.treatmentuntreated,logCPM,LR,PValue,FDR,AGI,symbol2,full_name
AT3G05990.1,-0.2123723846918933,-0.2104655751670217,4.517351909134811,9.03165427156955,0.010934557021938263,0.03154011390994864,AT3G05990,NA,NA
AT1G01620.1,0.5623641863674355,-0.5883102088428409,8.29853654596463,9.026278084574756,0.010963989674704128,0.03161738190723709,AT1G01620,PIP1;3;PIP1C;TMP-B,PLASMA MEMBRANE INTRINSIC PROTEIN 1;3;plasma membrane intrinsic protein 1C;NA
AT1G16850.1,-0.06767161341194818,-0.7497456090878609,3.022022651541725,9.02607390310449,0.010965109053608148,0.03161738190723709,AT1G16850,NA,NA
AT5G67330.1,0.09670510490533715,0.3300598210572032,4.6180768607470535,9.025714982902272,0.010967077029768893,0.03161762948740134,AT5G67330,ATNRAMP4;NRAMP4,ARABIDOPSIS THALIANA NATURAL RESISTANCE ASSOCIATED MACROPHAGE PROTEIN 4;natural resistance associated macrophage protein 4
AT3G46950.1,0.45647176774517806,0.03748405375650758,2.092866004461869,9.025249353237937,0.01096963062521286,0.031619565009085596,AT3G46950,NA,NA
AT3G49210.1,-0.3920451836029273,0.6535238365994148,3.853154441144958,9.024822270711491,0.010971973344118334,0.03162089212692467,AT3G49210,NA,NA
AT4G37550.1,0.1517690651368366,-0.4136818159375507,4.785444562673115,9.024426725237717,0.010974143515908984,0.031621721599271874,AT4G37550,NA,NA
AT4G25720.1,-0.31385130124261224,0.3087656541390426,5.044902651885467,9.023896120630045,0.010977055367709796,0.031624687553105275,AT4G25720,ATQC;QC;QCT,ARABIDOPSIS THALIANA GLUTAMINYL CYCLASE;glutaminyl cyclase;GLUTAMINYL CYCLOTRANSFERASE
AT3G24170.1,-0.4351214857625709,0.2614236569417358,6.557535830841237,9.021827265180285,0.010988416213093374,0.03164992704664759,AT3G24170,ATGR1;GR1,glutathione-disulfide reductase;glutathione-disulfide reductase
AT1G25425.1,-0.14177815063839974,0.8976698820422495,1.9248648031210682,9.021614696908841,0.010989584169480052,0.03164992704664759,AT1G25425,CLE43,CLAVATA3/ESR-RELATED 43
AT3G13230.1,-0.08762818795301486,0.4572834120434169,4.8191425848502085,9.020552737101958,0.010995420967295258,0.03166130902118496,AT3G13230,NA,NA
AT1G53780.2,0.32974821113404396,-0.12765470710301,5.883085742386403,9.018154431190487,0.011008614067539389,0.03169386593326379,AT1G53780,NA,NA
AT3G23710.1,0.48904855585051576,-0.360441530760954,3.6594990823991984,9.011734858601992,0.01104400613619425,0.03179031170012461,AT3G23710,AtTic22-III;Tic22-III,translocon at the inner envelope membrane of chloroplasts 22-III;translocon at the inner envelope membrane of chloroplasts 22-III
AT4G00880.1,-0.24866992263138593,0.7398933489341403,4.355474963073373,9.00884936500953,0.011059951340345051,0.03183075596478611,AT4G00880,SAUR31,SMALL AUXIN UPREGULATED RNA 31
AT5G58160.1,-0.3683598500773087,0.04926869992539507,5.54581231116712,9.007809847596693,0.011065701340523638,0.031841849403812364,AT5G58160,NA,NA
AT4G37900.1,-0.5481376515487082,0.8233643551537669,2.7624268429211436,9.004879894227573,0.011081924215150953,0.0318830698561947,AT4G37900,AtGRDP2,"NA"
AT2G33051.1,0.5223540612272103,-0.11240023508954032,2.6919475038669467,9.003182400890037,0.011091333954089518,0.031904677927183184,AT2G33051,NA,NA
AT5G44785.2,0.3334111715198809,-0.3127563159198767,5.680079042791875,9.00261044698581,0.011094506273552079,0.03190833947772665,AT5G44785,OSB3,organellar single-stranded DNA binding protein 3
AT1G51840.1,-0.30914809899873336,-0.12874025616399987,4.110332255233727,9.00154333873083,0.011100427372639762,0.03191990404535696,AT1G51840,SIF1,stress induced factor 1
AT5G40540.1,-0.370737785988545,-0.3300156543709277,3.168396213111605,9.000790646360716,0.011104605762345149,0.03192645425323227,AT5G40540,NA,NA
AT4G00752.1,0.28406548054217656,-0.5087029191479947,4.081319706230643,8.999866336860704,0.011109738994727662,0.03193158774391284,AT4G00752,NA,NA
AT4G16210.1,-0.34848460676349596,0.4231959770045069,4.153862086330384,8.9996591824952,0.011110889769789833,0.03193158774391284,AT4G16210,E-COAH-2;ECHIA,ENOYL-COA HYDRATASE 2;enoyl-CoA hydratase/isomerase A
AT2G39450.1,0.21341188845791623,0.017731533639541813,4.91367876973027,8.999442483716702,0.011112093693131405,0.03193158774391284,AT2G39450,ATMTP11;MTP11,NA;NA
AT5G63780.1,0.584648378998671,-0.7242263181625591,5.640457627524795,8.996899640447648,0.011126230834687154,0.03196674393567804,AT5G63780,SHA1,shoot apical meristem arrest 1
AT1G19600.1,-0.20960754325468114,-0.1304953360408867,5.529985985972352,8.994697431750236,0.011138488723212627,0.031996489750555565,AT1G19600,NA,NA
AT5G22100.1,-0.17786125066846878,0.5561474444905486,3.7193338750161056,8.99301060389555,0.011147887042510907,0.032018012382824534,AT5G22100,NA,NA
AT5G19460.1,0.33220629000445095,-0.22798266526094052,4.335052251895973,8.991501776634184,0.011156300333600804,0.03203360612663757,AT5G19460,atnudt20;NUDT20,nudix hydrolase homolog 20;nudix hydrolase homolog 20
AT4G33700.1,0.3387045252138651,-0.11471218086837692,5.396394029544623,8.991353019624462,0.011157130153399392,0.03203360612663757,AT4G33700,NA,NA
AT3G32930.1,0.46507912854025535,-0.4538650935842833,6.015821864394653,8.990925644295253,0.01115951454923448,0.032033743942257796,AT3G32930,NA,NA
AT5G16150.1,0.2960546710801506,-0.0595779640174609,6.97910452709137,8.990446874046551,0.011162186290787376,0.032033743942257796,AT5G16150,GLT1;PGLCT,GLUCOSE TRANSPORTER 1;plastidic GLC translocator
AT5G58560.1,-0.12324927723678428,-0.15866334715411884,5.457715781548178,8.990153396274101,0.011163824337751177,0.032033743942257796,AT5G58560,FOLK,farnesol kinase
AT3G49645.1,0.4038092857230509,-0.19915907032069444,3.213021649751922,8.989977594715853,0.011164805689738638,0.032033743942257796,AT3G49645,NA,NA
AT1G12950.1,-0.23250179035818738,-0.2738500393618139,2.918031005989473,8.987993030640556,0.01117588982426272,0.032054737733898504,AT1G12950,AtDTX31;RHS2,NA;ROOT HAIR SPECIFIC 2
AT2G03800.1,-0.3273517325154948,0.5886294676402971,4.310879413996665,8.987984234100205,0.011175938978953718,0.032054737733898504,AT2G03800,GEK1,GEKO1
AT1G62300.1,-1.1745777072387682,0.9281844220737421,6.098507290171586,8.986914882842473,0.011181916078917904,0.03206640631781186,AT1G62300,ATWRKY6;WRKY6,NA;NA
AT3G55990.1,0.17006167100176345,0.1863409855020027,3.8518207240799534,8.985790834472919,0.011188202352539839,0.03207895738527339,AT3G55990,ESK1;TBL29;XOAT1,ESKIMO 1;TRICHOME BIREFRINGENCE-LIKE 29;XYLAN O-ACETYLTRANSFERASE 1
AT5G49970.1,-0.07690082723474803,-0.23560129854055128,6.174561512642753,8.98544881651654,0.01119011579919554,0.032078968483052195,AT5G49970,ATPPOX;PDX3;PPOX,pyridoxin (pyrodoxamine) 5'-phosphate oxidase;HOMOLOG OF YEAST PYRIDOXINE AUXOTROPHY 3;pyridoxin (pyrodoxamine) 5'-phosphate oxidase
AT1G13820.1,0.3866408802756411,-0.2572009190095784,5.169944453962419,8.984974426411972,0.011192770354108794,0.0320811037670489,AT1G13820,NA,NA
AT1G45145.1,-0.09660807042923747,0.977872855661969,4.445621857358667,8.979845913067795,0.011221508320182098,0.03215004062794697,AT1G45145,ATH5;ATTRX5;LIV1;TRX-h5;TRX5,THIOREDOXIN H-TYPE 5;thioredoxin H-type 5;LOCUS OF INSENSITIVITY TO VICTORIN 1;THIOREDOXIN H-TYPE 5;thioredoxin H-type 5
AT3G56408.1,0.17053989782301346,0.3263045630816254,3.40883192237421,8.979520982755236,0.011223331572388492,0.03215004062794697,AT3G56408,NA,NA
AT4G35830.1,0.39380433395517467,-0.30736313041038726,8.968329092620086,8.979418776095557,0.011223905136659135,0.03215004062794697,AT4G35830,ACO1,aconitase 1
AT5G44280.2,0.30293725577768577,-0.7382132979065384,3.324920056785758,8.97931688664439,0.011224476949991605,0.03215004062794697,AT5G44280,ATRING1A;RING1A,ARABIDOPSIS THALIANA RING 1A;RING 1A
AT3G59520.1,-0.4620459518635147,0.6568941473922961,2.7302904119683484,8.971179034436817,0.01127024156052349,0.0322756201798899,AT3G59520,ATRBL12;ATRBL13;RBL12;RBL13,ARABIDOPSIS RHOMBOID-LIKE PROTEIN 12;RHOMBOID-like protein 13;RHOMBOID-like protein 12;RHOMBOID-like protein 13
AT5G07100.1,0.18248184147915839,-0.8561894375641793,4.478421309710485,8.970235974481394,0.011275557070387965,0.0322853388828102,AT5G07100,WRKY26,WRKY DNA-binding protein 26
AT1G27440.1,-0.15564166221553288,0.5506186002682828,3.9661056842684066,8.967852566481518,0.011289002206570373,0.03231832789164549,AT1G27440,ATGUT1;GUT2;IRX10,NA;NA;NA
AT2G25840.2,0.35942592960161457,-0.45499043494337427,5.626327751981782,8.961677293852551,0.011323912407004278,0.03241274570203865,AT2G25840,OVA4,ovule abortion 4
AT5G23710.1,-0.4392505548936317,0.4487480285361495,3.6832442600185824,8.96102845895009,0.011327586677771874,0.0324177391141209,AT5G23710,NA,NA
AT3G10530.1,0.02618487893710354,0.4366138540608362,4.460915507793614,8.960538947143256,0.011330359510802506,0.03242015149411877,AT3G10530,NA,NA
AT1G56310.1,0.1948582529089546,0.19713312134207503,3.2777661519538763,8.953878461799627,0.011368155257104764,0.03252275888353252,AT1G56310,NA,NA
AT1G20610.1,0.39652312061784506,-0.6401082724036419,3.548620110991348,8.95258107052228,0.011375532122251251,0.03253347056006294,AT1G20610,CYCB2;3,Cyclin B2;3
AT5G60280.1,-0.24501255627025903,0.673372235516373,3.4017298617443874,8.952538768514046,0.011375772728722528,0.03253347056006294,AT5G60280,LecRK-I.8,L-type lectin receptor kinase I.8
AT2G18760.1,0.10527355193574531,0.24871775562882864,3.9392426510658587,8.9487205363603,0.011397511143301621,0.032585146052061705,AT2G18760,CHR8,chromatin remodeling 8
AT4G14000.1,0.38676933978354616,-0.26331165289162684,3.5309623544515665,8.948683679074673,0.01139772118589884,0.032585146052061705,AT4G14000,NA,NA
AT5G42810.1,-0.3655778254378549,0.19635948066604558,4.068512307557073,8.94773935526001,0.01140310402635931,0.03259498801068743,AT5G42810,AtIP5;ATIPK1;IPK1,NA;inositol-pentakisphosphate 2-kinase 1;inositol-pentakisphosphate 2-kinase 1
AT1G33120.1,0.09780227120848446,0.19852676012251522,7.583879790084676,8.94669125411211,0.011409081395654242,0.03260652575120714,AT1G33120,NA,NA
AT5G06610.1,0.36409003994293804,-0.009076797027708302,3.448482996486959,8.942997920227727,0.011430169634592341,0.032661238253362264,AT5G06610,NA,NA
AT1G09200.1,0.039300960637068734,0.26452823503248896,6.092835148134145,8.941791023681882,0.01143706923228333,0.032672875472639716,AT1G09200,H3.1,histone 3.1
AT1G26440.3,-0.39721467488205187,0.3148389343147567,4.587229102657232,8.941605173802238,0.01143813207063481,0.032672875472639716,AT1G26440,ATUPS5;UPS5;UPS5,ureide permease 5;NA;ureide permease 5
AT2G18150.1,-0.30774600055377066,0.5413068896807336,5.1521141215498165,8.938822767309961,0.011454055911182252,0.03271279926078726,AT2G18150,NA,NA
AT2G39870.1,0.3315848813759306,-0.5547544002304801,5.9043705710951855,8.937068768560298,0.011464105517160606,0.032735935506167095,AT2G39870,NA,NA
AT5G25910.1,-0.9354843413296482,0.5130325167285449,2.1997354934855053,8.936198657242018,0.011469094126225442,0.032744614586414214,AT5G25910,AtRLP52;RLP52,receptor like protein 52;receptor like protein 52
AT5G42570.1,-0.3321063904862127,0.2676231938828618,5.499957967911923,8.93438522906354,0.011479498031431435,0.032766381922796545,AT5G42570,NA,NA
AT5G13650.2,-0.22035666649019892,-0.150483004159305,8.97184935916231,8.934189883197163,0.011480619322434696,0.032766381922796545,AT5G13650,SVR3,SUPPRESSOR OF VARIEGATION 3
AT3G52930.1,-0.3682679619235551,0.37170084135457254,8.6394615737771,8.933542583807935,0.011484335622729675,0.032771420779044644,AT3G52930,AtFBA8;FBA8,NA;fructose-bisphosphate aldolase 8
AT5G01780.2,0.385589318142884,-0.03881307031514125,3.7919582921716137,8.932959141546265,0.01148768633481742,0.03277541486728904,AT5G01780,NA,NA
AT2G32280.1,0.5055977386341906,-0.18033903782706664,2.371866867818042,8.931191747472514,0.011497842455998223,0.032797093660566386,AT2G32280,VCC,VASCULATURE COMPLEXITY AND CONNECTIVITY
AT4G16860.1,0.26377866925520027,0.008420613049004348,7.057961637375247,8.93095747718419,0.011499189336313827,0.032797093660566386,AT4G16860,RPP4,recognition of peronospora parasitica 4
AT5G02230.1,-0.017893745364845753,0.43686417201981914,3.528827587601553,8.930617224176922,0.011501145819610353,0.032797105520902106,AT5G02230,NA,NA
AT1G03040.1,-0.2828847363038646,0.14576268490113006,5.613843440667154,8.929324866395223,0.011508580018912218,0.032812735189698974,AT1G03040,NA,NA
AT4G00238.1,0.013299075068308646,0.5030164334682801,4.358477275347617,8.927420889189317,0.01151954127259285,0.03283841402312698,AT4G00238,AtSTKL1,"NA"
AT5G01630.1,0.39276817876350395,-0.2672308290552034,3.8738294227656143,8.926421818147507,0.011525297130151008,0.03284924779256987,AT5G01630,ATBRCA2(V);BRCA2(V);BRCA2B,NA;NA;BRCA2-like B
AT3G20310.1,-0.26690944468110106,0.0535041597860051,5.468160386046885,8.919638247749322,0.011564454832089274,0.03295526322718706,AT3G20310,ATERF-7;ATERF7;ERF7,NA;NA;ethylene response factor 7
AT5G48150.1,-0.4669397112266094,0.7406640601824092,5.273593384000203,8.918270525517798,0.01157236601784177,0.032972214507076644,AT5G48150,PAT1,phytochrome a signal transduction 1
AT4G16970.1,-0.04094868480665319,0.5188415839969192,3.67688782278072,8.91735814058111,0.011577646448414783,0.03298166570916058,AT4G16970,NA,NA
AT5G16510.1,-0.3146427064211719,0.3132985471529905,5.09277373163915,8.91611668874114,0.01158483522455676,0.0329965491585841,AT5G16510,RGP5;RGP5,reversibly glycosylated polypeptide 5;reversibly glycosylated protein 5
AT3G11650.1,-0.30003169827400933,-0.057102060836917864,3.5784162199723513,8.914275892406152,0.011595502794120825,0.03301724798636205,AT3G11650,NHL2,NDR1/HIN1-like 2
AT3G06980.1,0.3400630109275554,-0.14983383080829937,6.981399069878489,8.914184395442192,0.011596033282905892,0.03301724798636205,AT3G06980,NA,NA
AT1G73170.1,0.3181167031965075,-0.031060762750005095,5.238495607478578,8.912554114352414,0.011605489533357638,0.03303857289796221,AT1G73170,NA,NA
AT5G15530.1,0.2262432203662624,0.0272717574929926,5.15080888222129,8.912145035803336,0.011607863554549468,0.03303973226920985,AT5G15530,BCCP2;CAC1-B,biotin carboxyl carrier protein 2;NA
AT3G22400.1,-0.4081216150363301,0.4425588334720397,3.888772168978082,8.911709823470584,0.011610389772087677,0.033041324374267475,AT3G22400,ATLOX5;LOX5,Arabidopsis thaliana lipoxygenase 5;NA
AT4G15540.1,0.3846806817483801,-0.799607054025981,4.718215351054573,8.908753885188357,0.01162756225696253,0.03308458982972791,AT4G15540,UMAMIT38,Usually multiple acids move in and out Transporters 38
AT5G25900.1,0.40732477851599885,-0.2380945546301818,4.1765700479451064,8.908390644028682,0.011629674253346937,0.03308499539068166,AT5G25900,ATKO1;CYP701A3;GA3,ARABIDOPSIS THALIANA ENT-KAURENE OXIDASE 1;CYTOCHROME P450 701 A3;GA requiring 3
AT4G02790.1,0.3764354743544927,-0.3166147755602062,5.729746335390196,8.908033954809843,0.011631748528021678,0.033085293518834435,AT4G02790,AtRBGA;EMB3129;RBGA,NA;EMBRYO DEFECTIVE 3129;Ribosome Biogenesis GTPase A
AT2G28350.1,-0.2585191923579153,-0.08838378845085,4.391751799118174,8.90482883978775,0.011650404018247282,0.03312772642193858,AT2G28350,ARF10,auxin response factor 10
AT5G45330.1,0.3852398633846779,-0.1191117803749069,3.767349355549114,8.90479337428869,0.01165061061377541,0.03312772642193858,AT5G45330,DCP5-L,decapping 5-like
AT3G14790.1,-0.2586210720483736,0.43070472122429326,5.42049590924393,8.904257637953801,0.011653731859512658,0.033130993655094455,AT3G14790,ATRHM3;RHM3,ARABIDOPSIS THALIANA RHAMNOSE BIOSYNTHESIS 3;rhamnose biosynthesis 3
AT2G07680.1,0.328714554613974,-0.15644974294534583,4.744429047963256,8.902692029824687,0.011662858019711163,0.033149124593352876,AT2G07680,ABCC13;AtABCC13;ATMRP11;MRP11,ATP-binding cassette C13;NA;multidrug resistance-associated protein 11;multidrug resistance-associated protein 11
AT3G53570.1,0.20579167827305528,0.11368270072948052,5.259263459489551,8.902394488633497,0.011664593239116705,0.033149124593352876,AT3G53570,AFC1;AME2;FC1,FUS3-complementing gene 1;NA;FUS3-complementing gene 1
AT3G53260.1,-0.29473762803566067,0.5203376213453315,6.758047413515138,8.90214829464292,0.011666029203875362,0.033149124593352876,AT3G53260,ATPAL2;PAL2,NA;phenylalanine ammonia-lyase 2
AT4G13370.1,-0.27679988027047936,0.672374899800945,3.367626832640462,8.900983638928293,0.011672824636057712,0.03316282446493041,AT4G13370,CORD3,CORTICAL MICROTUBULE DISORDERING3
AT3G13340.1,0.3199461616190132,-0.3573993992495174,5.9671242671497255,8.899235478828452,0.011683032079609813,0.03318621168504654,AT3G13340,NA,NA
AT1G71430.1,-0.4093566354389139,0.8830047780976812,2.9147130567907027,8.895353414403754,0.011705731243992077,0.03324225405962105,AT1G71430,NA,NA
AT1G01448.1,0.3261844098955993,-0.5494901859473162,4.612616586062486,8.895184631224474,0.01170671915094459,0.03324225405962105,AT1G01448,NA,NA
AT4G21865.1,-0.8348662594298248,0.9914187167508068,2.0009192927066737,8.892664546763536,0.011721479408776209,0.033278541928009386,AT4G21865,NA,NA
AT5G45560.1,0.2607247412224432,0.13063997813090608,3.5314526134948,8.892189967320444,0.011724261125384548,0.03328081491134421,AT5G45560,NA,NA
AT2G35750.1,0.26835119442117294,0.2852293593394222,2.3057237719241246,8.889617107955576,0.01173935326830983,0.03331802594261477,AT2G35750,NA,NA
AT5G11840.1,0.33602247563909865,-0.2303040372713494,5.118348391540622,8.888101921414233,0.011748250293085455,0.033337644708368676,AT5G11840,NA,NA
AT1G09690.1,0.173051238784321,0.09072717812172915,7.673260221808811,8.88743925979772,0.011752143495283961,0.03334306005358474,AT1G09690,NA,NA
AT5G20610.1,-0.24405998649059038,0.06023106448895378,5.370956930781943,8.885898181689154,0.011761202470517507,0.03336312737288477,AT5G20610,PMIR1,PLASTID MOVEMENT IMPAIRED1-RELATED1
AT1G69070.1,0.127970684282936,0.1978975937247602,5.707374373826008,8.884957123774734,0.011766737759006125,0.03337319392428565,AT1G69070,NA,NA
AT1G75410.1,-0.3074920204734969,0.15473591853915591,5.370602183123718,8.881026602797224,0.011789885201732648,0.03343166567437882,AT1G75410,BLH3,BEL1-like homeodomain 3
AT1G51340.2,-0.4861966285723352,0.8818393169987909,3.745990141404777,8.880630023675314,0.011792223244690104,0.03343166567437882,AT1G51340,NA,NA
AT3G19570.2,0.09911016946577661,-0.47546657546488585,4.461694539116349,8.880443331462732,0.01179332405419185,0.03343166567437882,AT3G19570,QWRF1;SCO3,QWRF domain containing 1;SNOWY COTYLEDON 3
AT1G50920.1,0.13687718757848236,0.13230562335232113,7.49217099350761,8.878223680205721,0.011806419853154932,0.03346314275571954,AT1G50920,Nog1-1,"NA"
AT2G05632.1,-0.5518906327316844,0.4334832378649001,2.4501394418194944,8.875358446307086,0.011823346051831947,0.0335054639549131,AT2G05632,NA,NA
AT5G35100.1,0.4252133220803844,-0.8099679837969059,6.312317495249352,8.873078572570275,0.011836831604783521,0.03353802228516754,AT5G35100,NA,NA
AT4G04880.1,0.29673751021549305,-0.5967415143271447,3.39036778153277,8.87271645446292,0.0118389749643439,0.033538438520406944,AT4G04880,MAPDA,N6-Methyl AMP Deaminase
AT4G26910.1,-0.501726427016787,0.5367194368318895,6.753371461503982,8.868123423620588,0.011866194596109374,0.03360988079919767,AT4G26910,NA,NA
AT5G59570.1,-0.12739616795545783,-0.35171283144971666,4.006450419266315,8.86617113255836,0.011877783384187334,0.03363703355882721,AT5G59570,BOA,BROTHER OF LUX ARRHYTHMO
